task_id,anchor_score,anchor_cost,anchor_memory,anchor_params,anchor_nodes,anchor_file_size,local_pass,local_total,source_label,source_risk,source_matches,known_match_summary,best_seen_score,best_seen_cost,best_seen_attempt,attempt_count,family_primary,family_tags,family_features,shape_profile,public_tail_tags,pseudo_hidden_status,pseudo_hidden_summary,known_prototypes,known_builders,known_reports,next_allowed_action,priority_score
task342,15.594669,12153,11916,237,40,3200,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.594669,12153,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 10-10x10-10 -> out 10-10x10-10; pal 10->9,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task343,14.741254,28531,28162,369,86,8142,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",14.741254,28531,candidate_bio_t200_t084_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 5-5x15-15 -> out 5-5x15-15; pal 5->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,3
task344,17.171962,2510,0,2510,1,10236,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",17.171962,2510,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=3;test=1;shape_preserving,color_fill",in 3-7x3-7 -> out 3-7x3-7; pal 4->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task345,15.631289,11716,9860,1856,89,10079,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",15.631289,11716,candidate_nadeem6252_plus_ours_38_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=2;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 3->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task346,15.875435,9178,9069,109,13,1580,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,15.875435,9178,afr1ste_5689_score_n3,76,scalar_output,scalar_output;crop,"train=4;test=1;crop,out_smaller,color_subset,scalar_output",in 5-11x9-12 -> out 1-1x1-1; pal 6->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task347,17.619121,1605,1584,21,12,753,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,17.619121,1605,candidate_nadeem6252_plus_ours_v3_score_n3,76,trim_border,trim_border;reduce,"train=5;test=2;trim_border,out_smaller,reduce",in 3-3x6-6 -> out 3-3x3-3; pal 3->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task348,16.103412,7307,7168,139,29,3000,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080",16.117192,7207,afr1ste_5689_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 5-7x7-8 -> out 5-7x7-8; pal 2->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task349,14.190676,49480,45900,3580,25,8067,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,14.190676,49480,candidate_nadeem6252_plus_ours_v3_score_n3,76,other,other,"train=4;test=1;shape_preserving,color_superset",in 10-20x10-20 -> out 10-20x10-20; pal 2->4,public_bottom15,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,"Open semantic-factory pass: inspect examples, write prototype, then stress-test.",35
task350,15.104998,19831,19800,31,17,1437,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_super;candidate_v2;candidate_v4;nadeem_6252;octaviograu_6154,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super",15.104998,19831,biohack44_super_score_n3,76,other,other,"train=4;test=1;shape_preserving,color_superset",in 8-12x9-12 -> out 8-12x9-12; pal 2->3,public_slowest;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,12
task351,14.532506,35154,35114,40,25,3049,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",14.532506,35154,afr1ste_5689_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 16-16x16-16 -> out 5-5x5-5; pal 9->7,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,14
task352,16.201243,6626,6600,26,11,1398,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",16.201243,6626,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 4-8x5-8 -> out 4-8x5-8; pal 5->6,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task353,16.403811,5411,5186,225,31,3244,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",16.403811,5411,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=7;test=2;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 3-11x3-11 -> out 3-11x3-11; pal 3->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task354,15.258620,17007,16860,147,22,2710,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4,afr1ste_5689",15.258620,17007,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 10-10x10-10 -> out 10-10x10-10; pal 8->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,1
task355,15.624569,11795,11706,89,41,3971,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4,afr1ste_5689",15.624569,11795,afr1ste_5689_score_n3,76,scalar_output,scalar_output;crop,"train=4;test=1;crop,out_smaller,color_subset,scalar_output",in 16-17x13-19 -> out 1-1x1-1; pal 8->4,public_overfit_risk,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,15
task356,16.482407,5002,4880,122,21,2344,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",16.482407,5002,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 2->2,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task357,16.122200,7171,7132,39,23,2311,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080",16.208058,6581,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=3;test=1;shape_preserving,color_fill",in 10-10x2-4 -> out 10-10x2-4; pal 2->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task358,13.371400,112263,111925,338,132,10783,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,candidate_v4",13.371400,112263,candidate_v4_plus10_compiler2_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=2;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 12-15x11-14 -> out 12-15x11-14; pal 5->5,public_slowest;cost_monster_top30;low_score_bottom30,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,"Open semantic-factory pass: inspect examples, write prototype, then stress-test.",48
task359,14.347150,42313,42300,13,15,1184,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",14.347150,42313,candidate_nadeem6252_plus_ours_38_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 13-15x14-17 -> out 13-15x14-17; pal 9->5,public_overfit_risk,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,20
task360,15.680267,11156,11120,36,13,1271,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111",15.681164,11146,afr1ste_5689_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 10-10x9-9 -> out 10-10x4-4; pal 8->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task361,15.351856,15493,15217,276,60,6018,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,15.351856,15493,candidate_nadeem6252_plus_ours_v3_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 7->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,1
task362,15.612434,11939,11894,45,28,1696,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,15.612434,11939,candidate_nadeem6252_plus_ours_38_score_n3,76,color_remap,color_remap,"train=4;test=1;shape_preserving,color_subset,color_remap",in 10-10x10-10 -> out 10-10x10-10; pal 6->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task363,13.625050,87112,85482,1630,44,7690,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,14.098808,54241,blend_v360_score,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 3->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,prototype_task363.py,build_task363.py,,Run or extend pseudo-hidden audit before using the builder.,12
task364,13.754457,76538,75136,1402,62,10636,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,13.754457,76538,candidate_nadeem6252_plus_ours_v3_score_n3,76,color_fill,color_fill,"train=3;test=1;shape_preserving,color_fill",in 10-19x11-21 -> out 10-19x11-21; pal 2->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task365,14.017865,58814,58743,71,234,16991,3,3,nadeem_6252,public-anchor-candidate,biohack44_super;candidate_v2;nadeem_6252;octaviograu_6154,"nadeem_6252,octaviograu_6154,biohack44_super",14.017865,58814,biohack44_super_score_n3,76,crop,crop,"train=3;test=1;crop,out_smaller,color_subset",in 10-10x10-10 -> out 3-6x3-4; pal 4->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,16
task366,11.369952,830720,824263,6457,713,90138,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,11.369952,830720,candidate_nadeem6252_plus_ours_v3_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 10-30x16-20 -> out 10-15x8-17; pal 7->7,public_bottom15;public_big_gap;cost_monster_top30;low_score_bottom30,stress_clean,passed=1456 failed=0 skipped=406 total=1862 reports=2 counted=1,prototype_task366.py;prototype_task366_v2.py,build_task366_v2.py,task366_semantic_v2.md;task366_v2_equivalence.csv;task366_v2_existing_onnx.csv;task366_v2_hypotheses.csv;task366_v2_pseudo_hidden.csv;task366_v2_pseudo_hidden_failures.txt;task366_v2_pseudo_hidden_summary.json;task366_v2_stats.json,Cost-audit builder and verify full visible plus stress suite before staging.,135
task367,13.125192,143603,141612,1991,135,9982,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",14.083967,55052,blend_v360_score,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 12-15x16-19 -> out 12-15x16-19; pal 2->3,cost_monster_top30;low_score_bottom30,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,"Open semantic-factory pass: inspect examples, write prototype, then stress-test.",49
task368,14.615971,32339,32264,75,186,8950,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.615971,32339,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=2;test=1;shape_preserving,color_subset,color_remap",in 10-10x10-10 -> out 10-10x10-10; pal 6->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,4
task369,16.047265,7729,7200,529,26,2940,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",16.047265,7729,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=3;test=1;shape_preserving,color_fill",in 10-10x10-10 -> out 10-10x10-10; pal 2->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task370,13.417493,107206,107087,119,152,15228,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,13.417493,107206,candidate_nadeem6252_plus_ours_v4_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 12-13x14-16 -> out 12-13x14-16; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,8
task371,15.039140,21181,21092,89,23,1810,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.039140,21181,afr1ste_5689_score_n3,76,other,other,"train=2;test=2;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,2
task372,16.028171,7878,7865,13,8,640,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,16.028171,7878,candidate_nadeem6252_plus_ours_v3_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 11-11x11-11 -> out 5-5x11-11; pal 7->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task373,18.738508,524,520,4,9,581,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",18.738508,524,candidate_nadeem6252_plus_ours_38_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=2;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 2-2x6-6 -> out 2-2x6-6; pal 4->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task374,15.690539,11042,10808,234,44,5728,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,15.690539,11042,candidate_v4_plus10_compiler2_score_n3,76,color_fill,color_fill,"train=4;test=1;shape_preserving,color_fill",in 10-10x10-10 -> out 10-10x10-10; pal 2->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
